data_split,vnf_profile,vCPU_cores,VNF_memory_MB,Link_Capacity_limit_Mbps,offered_load_pps,offered_load_mbps,VNF_cpu_utilization_pct,VNF_memory_utilization_pct,vfw_forwarded_packets_per_sec,vfw_dropped_packets_per_sec,MQTT_package_latency_p99_ms,MQTT_package_loss_pct,MQTT_devices_connected
train,vfw,3,256,70,13351.5343,69.9862,14.27,51.5287,4772.9665,9257.1398,0.0085,0.4,50.0
train,vfw,4,256,40,10044.0036,39.9861,6.0272,54.4444,2232.213,9473.2379,0.072,0.7994,50.0
train,vfw,4,640,90,15519.384,90.0277,11.7653,28.5766,6589.6694,10560.4307,0.0879,0.1339,50.0
train,vfw,1,1024,80,14496.696,79.941,30.6142,24.1909,6062.0002,11086.8031,0.0338,0.2665,50.0
train,vfw,1,768,75,13908.2717,74.9851,36.2929,24.3747,5404.9731,10924.4195,0.0277,0.3332,50.0
train,vfw,2,640,55,11760.8724,54.971,17.1772,24.802,3065.3022,9507.2888,0.0206,0.5999,50.0
train,vfw,2,384,40,10088.2194,40.0,15.0565,38.7317,2524.9417,9922.0081,0.0396,0.7996,50.0
train,vfw,2,640,75,13934.52,74.9765,18.756,24.8008,5318.1513,10598.6893,0.0177,0.3333,50.0
train,vfw,2,896,35,9611.563,34.9907,12.7959,25.1696,1092.4886,8914.6674,0.0546,0.8661,50.0
train,vfw,3,896,90,15545.315,90.0127,12.7212,26.1536,5838.8651,10793.3533,0.0736,0.1333,50.0
train,vfw,1,384,85,14960.4697,84.8895,47.5296,36.9108,5619.5559,10196.7718,0.0202,0.1999,50.0
train,vfw,3,384,75,13900.5573,74.9866,15.3377,38.165,5030.9307,9790.2063,0.0094,0.3333,50.0
train,vfw,3,256,90,15513.8109,89.9828,16.6658,51.3225,6277.6821,10249.1001,0.0122,0.1333,50.0
train,vfw,3,896,80,14461.4051,80.0031,11.7595,26.0344,5362.3429,10621.3664,0.0832,0.2665,50.0
train,vfw,4,768,70,13330.7489,70.0344,9.9874,27.9638,4005.7669,8942.692,0.1247,0.4007,50.0
train,vfw,3,1024,30,9060.2033,29.9976,9.0601,25.3055,430.6823,6801.5839,0.6567,0.9326,50.0
train,vfw,3,1024,90,15551.8956,90.0219,12.4394,26.1739,4694.4839,10512.9965,0.0568,0.1332,50.0
train,vfw,1,1024,100,16683.6164,99.9016,36.003,24.4009,7972.4803,11415.3778,0.0143,0.0,50.0
train,vfw,2,640,99999,18977.1644,127.0033,28.4338,25.4509,9129.1947,10930.3852,0.0016,0.0,50.0
train,vfw,4,896,55,11711.1636,55.0244,7.6261,27.6187,2531.4293,8643.2845,0.2232,0.6005,50.0
train,vfw,2,896,99999,18973.1488,126.9889,29.0417,25.7834,8705.6987,11334.6132,0.0016,0.0,50.0
train,vfw,4,768,75,13880.9363,75.0311,10.6069,28.3032,5346.5376,10079.9456,0.1063,0.3342,50.0
train,vfw,4,896,90,15540.5566,90.0619,10.008,28.1982,6854.4016,11202.972,0.0606,0.1354,50.0
train,vfw,4,384,80,14419.3761,79.9911,9.7109,42.2737,5625.5472,10204.1291,0.0415,0.2665,50.0
train,vfw,2,512,80,14477.0215,79.955,20.3632,24.7069,5094.2763,10368.8468,0.0105,0.2667,50.0
train,vfw,1,384,70,13337.3869,69.9402,42.7439,37.043,5263.7536,10845.0099,0.026,0.3998,50.0
train,vfw,1,896,80,14479.2076,79.9599,33.2984,24.4174,5639.5913,10613.5334,0.028,0.2665,50.0
train,vfw,1,640,80,14464.1283,80.0203,41.9014,24.78,5690.3905,10291.1509,0.1495,0.2666,50.0
train,vfw,3,640,85,14998.8314,85.0039,12.7106,25.6481,6272.8937,10860.416,0.0748,0.2,50.0
train,vfw,3,1024,80,14464.8459,79.9975,13.4802,26.6971,5753.773,10788.4654,0.1367,0.2665,50.0
train,vfw,3,640,45,10689.9162,45.0021,8.7939,25.3948,2529.0578,9486.5592,0.0869,0.7332,50.0
train,vfw,1,896,25,8436.6012,24.969,21.222,23.5502,485.7402,8670.6592,0.0657,0.9994,50.0
train,vfw,3,256,99999,18982.9556,126.963,13.3407,52.5943,10017.7556,11107.5111,0.0014,0.0,50.0
train,vfw,4,256,70,13340.4275,69.9872,7.944,56.0087,5274.7114,10825.2306,0.0431,0.3997,50.0
train,vfw,1,1024,70,13394.2416,69.9386,28.9445,23.9732,4459.8832,10335.4281,0.0436,0.3997,50.0
train,vfw,4,256,45,10594.6711,45.0001,7.4147,54.6294,2569.4497,9514.2141,0.0671,0.7327,50.0
train,vfw,3,256,30,9032.5405,30.0011,10.6184,51.7547,977.6944,6375.4581,0.0009,0.9333,50.0
train,vfw,1,384,35,9510.5289,34.9693,31.9123,36.6232,923.3086,8536.7716,0.0397,0.8663,49.0
train,vfw,4,768,100,16624.8277,100.0513,11.8687,28.4773,7627.0297,11415.3778,0.0141,0.0016,50.0
train,vfw,4,512,55,11630.9574,55.0034,9.1815,27.8906,2667.8754,7983.9276,0.0938,0.5995,50.0
train,vfw,1,384,35,9506.771,34.9734,31.6063,36.7318,1444.3868,9053.0889,0.0397,0.8663,49.0
train,vfw,4,896,50,11162.9896,50.0191,9.1106,27.5479,2571.0128,8861.6487,0.2464,0.667,50.0
train,vfw,3,896,100,16633.1579,100.035,15.1648,26.5523,6221.1079,11415.3778,0.0142,0.0,50.0
train,vfw,2,640,75,13916.6836,74.9322,18.5353,25.0827,4619.1242,9868.1385,0.0178,0.3333,50.0
train,vfw,4,640,85,14964.1974,85.0243,11.4906,27.931,5935.4603,10182.9019,0.055,0.2005,50.0
train,vfw,1,512,85,14993.6936,85.0746,47.0133,24.901,6486.3945,11218.2441,0.0114,0.2,50.0
train,vfw,1,768,45,10620.3309,44.9666,27.8482,24.0495,2287.2475,9029.1658,0.1294,0.733,50.0
train,vfw,2,512,75,13931.2747,74.9527,19.8256,24.7861,4830.1689,10019.6281,0.0095,0.3333,50.0
train,vfw,2,384,90,15542.6545,89.9701,23.5149,37.5328,6572.8899,11114.8227,0.0177,0.1333,50.0
train,vfw,3,256,60,12274.9513,59.9957,12.8453,51.6837,3920.1179,8640.9933,0.0066,0.5333,50.0
train,vfw,1,256,100,16590.0229,99.7412,55.0042,49.0642,7625.191,11197.2874,0.0143,0.0,50.0
train,vfw,1,896,25,8441.0539,24.9882,20.489,23.5609,379.8,8349.4204,0.0657,0.9994,50.0
train,vfw,3,512,50,11231.3891,50.0019,7.7289,25.1045,2577.0188,9266.1674,0.0048,0.6667,50.0
train,vfw,3,384,100,16599.1515,99.9862,14.8192,38.2228,6605.8907,10234.3814,0.0141,0.0,50.0
train,vfw,1,768,40,10065.7605,39.9702,26.3102,23.8352,2156.7486,9497.3152,0.0379,0.7997,50.0
train,vfw,4,640,65,12766.5861,65.0292,8.4451,27.9873,4399.341,9309.0165,0.1096,0.4667,50.0
train,vfw,3,896,70,13389.9295,70.0282,10.993,25.7896,4049.0138,10026.6759,0.1982,0.3998,50.0
train,vfw,4,1024,70,13370.326,70.0423,11.5686,27.5534,4491.867,10061.4804,0.1822,0.4017,50.0
train,vfw,4,256,50,11140.3076,49.9866,8.553,54.8258,3321.6963,10014.5566,0.0623,0.6661,50.0
train,vfw,1,768,90,15564.6873,89.9896,40.8973,24.6796,6830.141,11066.754,0.0182,0.1333,50.0
train,vfw,3,896,60,12293.2776,59.9891,11.16,25.6538,3590.3445,9457.0975,0.1749,0.533,50.0
train,vfw,3,384,35,9582.8936,34.9698,11.0029,38.1736,1146.7975,7569.2648,0.0019,0.8667,50.0
train,vfw,3,768,35,9606.338,34.9971,8.2271,25.0088,1319.6223,8386.7832,0.2846,0.8663,50.0
train,vfw,2,1024,65,12845.0508,64.9854,14.9954,25.6201,3664.6603,9558.7221,0.0539,0.4663,50.0
train,vfw,3,640,95,16075.5398,95.0186,11.4991,25.6611,6202.9803,10590.9251,0.0263,0.0667,50.0
train,vfw,1,768,75,13903.678,74.9555,36.7192,24.6561,4926.3606,10152.6778,0.0242,0.3332,50.0
train,vfw,3,896,45,10689.4782,44.9899,8.8917,25.2998,1316.0816,7415.1066,0.3859,0.7329,50.0
train,vfw,1,896,100,16676.2395,99.9425,40.3551,24.9193,7962.0182,11415.3778,0.0143,0.0,50.0
train,vfw,4,256,65,12793.0891,64.971,7.5092,55.2191,3326.4125,9009.29,0.0478,0.4663,50.0
train,vfw,3,640,65,12838.8474,64.9937,10.828,25.1594,3806.2856,9453.5934,0.0733,0.4666,50.0
train,vfw,2,896,75,13927.1622,74.9896,17.8072,25.6321,5295.7771,10617.8184,0.0343,0.3331,50.0
train,vfw,2,512,40,10134.1437,39.9837,13.5485,24.7426,2087.3661,9423.583,0.0028,0.8,50.0
train,vfw,4,256,100,16631.4891,99.9618,11.1607,56.7301,7071.7203,10778.539,0.026,0.0,50.0
train,vfw,1,768,85,15015.483,84.9886,39.462,24.5794,6236.3918,10827.3156,0.0202,0.1999,50.0
train,vfw,2,768,90,15544.3797,89.9551,19.7005,25.4932,6168.5688,10469.105,0.0189,0.1333,50.0
train,vfw,2,768,30,9066.5832,30.0066,12.1179,25.3584,1516.4968,9639.9953,0.0473,0.933,50.0
train,vfw,1,640,85,15002.1218,85.0208,42.2722,24.7481,5712.5602,10335.4483,0.0158,0.2,50.0
train,vfw,2,384,65,12811.8725,64.9561,20.2769,37.3874,3681.8965,9395.6474,0.0456,0.4665,50.0
train,vfw,4,512,45,10528.8319,44.9925,7.2645,27.7622,2002.5492,6936.7476,0.1115,0.7327,50.0
train,vfw,1,384,70,13335.9051,69.9464,42.4874,36.9223,4547.0678,10195.9187,0.026,0.3998,50.0
train,vfw,3,384,99999,18954.6553,126.9108,17.628,37.6217,7616.3645,8462.2802,0.0015,0.0,50.0
train,vfw,2,896,35,9609.9928,34.9981,14.2374,25.4384,1521.2851,9514.9352,0.0665,0.8661,50.0
train,vfw,2,384,80,14454.1556,79.9784,21.4893,37.5594,5491.2666,10581.6725,0.0226,0.2665,50.0
train,vfw,4,640,60,12214.6577,60.0078,9.8473,28.334,3959.2856,9015.3514,0.1233,0.5333,50.0
train,vfw,1,768,100,16653.4318,99.9705,43.4959,24.928,7249.63,11015.0001,0.0143,0.0,50.0
train,vfw,1,384,65,12788.0652,64.9407,40.755,36.8022,3677.2042,9420.042,0.028,0.4665,50.0
train,vfw,4,768,55,11692.9653,55.009,7.4841,27.6069,2341.8956,7880.5218,0.18,0.6002,50.0
train,vfw,4,896,100,16615.4898,100.0325,13.4616,28.1771,7005.9738,10716.7622,0.0141,0.0025,50.0
train,vfw,1,896,85,15028.8399,84.959,37.3759,24.626,6442.1325,11173.9655,0.0246,0.1999,50.0
train,vfw,4,1024,25,8469.2359,24.9996,6.0022,27.2619,451.2931,8965.8982,0.4344,0.9992,49.0
train,vfw,4,256,60,12239.2695,59.9878,7.912,55.2991,3594.1277,9632.4576,0.0527,0.5329,50.0
train,vfw,4,512,45,10527.6293,44.9953,6.9208,27.7072,1576.439,6777.3704,0.1115,0.7327,50.0
train,vfw,3,256,50,11197.8525,50.0005,12.7839,52.0227,3143.9626,8106.2858,0.0047,0.6667,50.0
train,vfw,4,640,85,14964.7614,85.0156,10.5601,28.5078,6669.1097,10997.4454,0.0551,0.2005,50.0
train,vfw,4,640,85,14963.2893,85.0275,11.8134,28.45,6093.1928,10354.6331,0.055,0.2005,50.0
train,vfw,4,1024,75,13918.6673,75.0556,9.1867,28.0201,5914.5308,11287.3355,0.1542,0.3353,50.0
train,vfw,2,768,50,11216.6663,49.9655,14.0973,25.1957,2562.3768,9353.6191,0.0379,0.6664,50.0
train,vfw,3,768,30,9064.0097,30.014,7.7536,25.4886,1513.6033,9108.4596,0.2037,0.933,50.0
train,vfw,1,768,70,13365.6464,69.9819,34.7772,24.3089,4379.775,9900.1856,0.0261,0.3998,50.0
train,vfw,3,640,85,14995.5975,85.0009,11.9062,25.586,5899.1267,10549.6678,0.0408,0.2,50.0
train,vfw,3,512,55,11764.8277,55.0091,9.8804,24.9051,3783.3427,10247.5262,0.0057,0.6,50.0
train,vfw,2,512,40,10130.0237,39.9723,14.6633,24.224,1835.1965,9154.1163,0.0028,0.8,50.0
train,vfw,3,256,50,11190.4226,49.9954,12.0276,51.7142,2726.9678,8044.3027,0.0047,0.6667,50.0
train,vfw,1,768,25,8422.7571,24.9887,18.0695,23.987,635.1809,8844.7663,0.0438,0.9996,50.0
train,vfw,2,512,95,16104.3782,94.9311,22.4578,25.0721,7320.1284,10993.8834,0.0004,0.0667,50.0
train,vfw,3,1024,25,8463.5333,24.9984,6.8444,24.9321,609.8444,8814.4222,0.093,0.9992,50.0
train,vfw,2,1024,55,11767.2232,54.9915,16.4539,25.5765,3147.6812,9911.978,0.0653,0.5995,50.0
train,vfw,1,384,55,11697.3292,54.9508,38.2506,36.7867,2776.147,9014.9015,0.0718,0.5998,49.0
train,vfw,1,512,35,9470.6623,34.9604,28.7958,23.9068,1915.921,9570.8358,0.0019,0.8667,50.0
train,vfw,3,256,99999,18955.4587,126.8756,17.304,50.242,7597.2059,8432.9329,0.0014,0.0,50.0
train,vfw,2,384,50,11179.8722,49.9794,16.3154,38.1409,2427.3188,9106.294,0.0353,0.6664,50.0
test,vfw,3,1024,25,8566.3111,24.9955,7.5778,25.9858,584.7556,8515.0444,16.5093,0.9975,50.0
train,vfw,4,256,90,15533.7371,89.9807,8.1349,56.5664,6283.68,10608.581,0.0238,0.1332,50.0
train,vfw,3,640,95,16074.1986,95.0148,12.5468,25.4908,6138.7728,10769.2039,0.0201,0.0667,50.0
train,vfw,4,256,75,13892.1049,74.9845,8.6935,55.5548,4875.2284,10062.8662,0.0382,0.3331,50.0
train,vfw,1,768,30,8966.19,29.9775,23.4329,23.6827,386.8995,8216.7688,0.0418,0.933,50.0
train,vfw,3,512,99999,18955.4,126.9627,21.5926,25.2562,9972.1556,11142.0667,0.0014,0.0,50.0
train,vfw,2,1024,90,15539.6462,89.9947,18.364,26.1751,6653.0531,11036.8346,0.0255,0.1332,50.0
train,vfw,4,896,60,12258.7094,60.0364,9.0923,27.9369,3536.5645,9774.6745,0.1999,0.5341,50.0
train,vfw,2,768,75,13930.2988,74.9801,16.0982,25.5051,5072.8402,10342.2629,0.026,0.3332,50.0
train,vfw,4,512,50,11081.9309,49.9943,7.8952,27.916,2366.3673,7179.5979,0.1026,0.6661,50.0
train,vfw,4,256,40,10035.9804,39.9958,6.2973,54.3303,1452.5189,9359.4531,0.0194,0.7994,50.0
train,vfw,3,384,99999,18954.9824,126.9226,16.8238,38.0835,7850.6555,9113.6576,0.0015,0.0,50.0
train,vfw,1,384,45,10595.678,44.9812,34.8342,36.5031,2876.4046,9862.29,0.0358,0.733,49.0
train,vfw,2,256,65,12792.0108,65.0088,17.8662,51.3619,4268.3122,10085.676,0.0504,0.4662,50.0
train,vfw,3,896,45,10685.8994,44.9991,9.2148,25.436,2111.0835,8481.2328,0.3795,0.7329,50.0
train,vfw,3,768,100,16619.618,100.0107,12.6799,25.8407,5851.6174,10362.222,0.0142,0.0,50.0
train,vfw,1,256,85,14962.4029,84.7892,48.8447,49.0973,6321.1899,10566.1253,0.0288,0.1998,50.0
train,vfw,2,896,75,13926.6485,74.9782,16.3695,25.6775,4707.2445,9943.6135,0.0343,0.3331,50.0
train,vfw,1,1024,85,15019.0004,84.8731,31.7859,24.1272,5537.66,10145.6585,0.029,0.1998,50.0
train,vfw,4,1024,25,8464.3634,24.9962,5.6471,27.3206,640.815,9116.9634,0.3855,0.9992,49.0
train,vfw,1,640,80,14449.7495,80.0277,40.9729,24.4916,5736.3942,10679.6878,0.0163,0.2666,50.0
train,vfw,1,1024,40,10111.0727,39.969,21.7133,23.7573,2233.7385,9266.9479,0.0729,0.7994,50.0
train,vfw,1,512,80,14438.6708,80.053,44.9432,24.9015,5703.4097,10659.327,0.0105,0.2667,50.0
train,vfw,1,512,100,16645.9111,100.0891,52.1333,25.2859,7513.5556,11316.0667,0.0143,0.0,50.0
train,vfw,2,640,70,13390.609,69.9676,18.9254,25.2714,4526.9973,10060.7243,0.0184,0.3999,50.0
train,vfw,2,896,55,11766.071,54.9909,16.0863,25.3374,2798.5436,9302.9327,0.0504,0.5996,50.0
train,vfw,2,896,45,10688.6188,44.9918,14.2254,25.3189,2316.2093,9511.2029,0.0584,0.7329,50.0
train,vfw,1,1024,45,10646.4042,44.9434,24.2117,23.1291,1863.1164,8936.6771,0.032,0.7327,50.0
train,vfw,3,512,65,12847.623,64.9973,10.2494,25.0666,4495.6309,10204.9589,0.0666,0.4667,50.0
train,vfw,1,256,45,10617.1122,44.92,38.4711,49.3571,2021.2699,8981.4758,0.0678,0.7327,49.0
train,vfw,4,1024,99999,18974.4678,126.9032,11.7334,27.4152,9999.2298,10967.2509,0.0016,0.0,50.0
train,vfw,4,768,65,12789.3341,65.0394,8.9735,27.823,4444.8386,9654.4463,0.1583,0.4672,50.0
train,vfw,3,256,99999,18968.0732,126.9122,15.4368,51.2496,8789.7961,9775.304,0.0014,0.0,50.0
train,vfw,1,896,75,13929.9269,74.9596,33.1614,24.221,5270.5237,10755.3011,0.0315,0.3331,50.0
train,vfw,2,768,45,10688.6868,44.984,15.1725,25.4963,2846.0851,10029.4747,0.0402,0.733,50.0
train,vfw,2,384,75,13909.38,74.9692,20.1546,37.7076,4572.0326,9713.7127,0.0248,0.3332,50.0
train,vfw,3,1024,90,15543.966,89.9798,11.5686,26.6544,5322.2604,9625.8921,0.0544,0.1332,50.0
train,vfw,1,640,55,11697.474,54.9902,32.8832,24.2702,3244.2,9667.8386,0.0189,0.5999,50.0
train,vfw,3,512,85,14995.7496,85.017,10.7202,25.6243,6333.0623,10957.9368,0.0114,0.2,50.0
train,vfw,4,896,75,13899.1179,75.0533,9.3104,27.937,5379.7901,10437.4602,0.1302,0.3347,50.0
train,vfw,3,896,99999,18958.9825,126.9669,15.8302,25.8701,9227.2115,9876.9473,0.0014,0.0,50.0
train,vfw,4,384,95,16069.98,94.9824,11.1734,42.6093,6561.7923,10499.4407,0.021,0.0666,50.0
train,vfw,2,384,35,9538.5679,34.9874,14.2379,38.5407,1782.561,9447.0752,0.0417,0.8663,50.0
train,vfw,4,384,40,10020.4295,39.9898,6.9029,41.1314,1964.657,7799.271,0.2068,0.7994,50.0
train,vfw,4,640,90,15505.8194,90.0227,10.9469,28.4626,6187.5659,10481.8802,0.0476,0.1339,50.0
train,vfw,4,512,70,13289.8313,69.9967,8.9574,28.251,4174.9091,8593.8155,0.048,0.3997,50.0
train,vfw,1,640,50,11146.9607,49.991,31.9538,24.2089,3068.535,9822.6267,0.0194,0.6665,50.0
train,vfw,3,1024,50,11223.0791,49.9929,11.853,25.5287,2174.6922,8185.146,0.48,0.6661,50.0
train,vfw,2,768,50,11218.6324,49.9825,14.7524,25.0916,2800.4726,9798.6412,0.0411,0.6664,50.0
validation,vfw,3,256,99999,18963.4889,126.9104,17.9778,56.0705,6693.4444,7446.8667,0.0014,0.0,50.0
train,vfw,3,640,70,13383.9985,70.0092,11.3925,25.4426,4925.7911,10294.6949,0.0795,0.3999,50.0
train,vfw,2,384,35,9544.6356,35.0021,11.4646,38.7265,1699.7582,9364.3304,0.0417,0.8663,50.0
train,vfw,2,256,65,12781.0036,64.9773,19.8973,51.1441,4174.7805,9992.9041,0.0504,0.4662,50.0
train,vfw,4,1024,90,15552.4156,90.0716,10.6409,27.9844,6975.1298,10852.8091,0.0701,0.1361,50.0
train,vfw,4,896,25,8432.3343,24.9911,5.5514,27.4076,955.2863,8515.1054,0.3625,0.9992,49.0
train,vfw,4,896,70,13355.2228,70.0408,10.3313,28.2237,4954.5009,10282.301,0.1535,0.4012,50.0
train,vfw,3,640,65,12855.4778,64.996,10.6495,25.4101,3989.2606,9250.7965,0.2301,0.4666,50.0
train,vfw,4,1024,65,12831.7498,65.0629,8.358,27.8356,4574.4449,10512.3392,0.2102,0.4681,50.0
train,vfw,4,640,90,15498.638,89.9924,11.0936,28.544,6036.2152,10113.3238,0.0246,0.1339,50.0
train,vfw,2,512,80,14479.3707,79.9457,20.4922,24.9044,5568.1153,10345.9562,0.0608,0.2667,50.0
train,vfw,2,768,90,15547.4275,89.9635,19.8406,25.4762,6169.8464,10472.3193,0.0189,0.1333,50.0
test,vfw,2,1024,99999,18991.2889,127.0266,21.8333,25.9774,10232.7333,11363.4222,0.0016,0.0,50.0
train,vfw,2,896,50,11226.3638,49.9793,14.8967,25.1528,2912.9958,9825.3005,0.0544,0.6663,50.0
train,vfw,2,384,50,11187.8948,49.9848,17.5695,38.32,3160.3322,9613.7455,0.1454,0.6664,50.0
train,vfw,2,896,50,11225.0934,50.0014,14.373,25.2534,3032.5966,10135.4733,0.0468,0.6663,50.0
train,vfw,2,512,85,15020.1775,84.9359,20.7756,24.9886,6454.3102,10561.2913,0.0114,0.2,50.0
train,vfw,2,384,75,13910.4868,74.982,20.647,37.6673,5254.0567,10547.3592,0.002,0.3332,50.0
train,vfw,2,896,70,13389.178,69.9925,16.1323,25.8721,4811.8175,10451.211,0.0383,0.3998,50.0
train,vfw,4,768,100,16622.5983,100.0418,11.8949,28.6552,7781.6195,11222.7441,0.014,0.0016,50.0
train,vfw,3,768,90,15540.3093,90.0173,13.0142,25.7829,5933.0056,11054.9005,0.0372,0.1333,50.0
train,vfw,2,1024,40,10150.2589,40.0121,12.5564,25.8865,2297.9019,10185.4007,0.0811,0.7994,50.0
train,vfw,3,256,60,12272.9647,59.9952,14.0429,51.8564,3912.5879,8631.6167,0.0066,0.5333,50.0
train,vfw,3,640,100,16612.7109,100.0081,13.3241,25.8583,7326.1518,11275.645,0.0142,0.0,50.0
train,vfw,3,768,99999,18923.2315,126.8653,15.2587,25.782,6524.7651,7186.1526,0.0016,0.0,50.0
train,vfw,3,512,95,16070.5695,95.0165,12.0031,25.1781,6910.4204,10890.1394,0.0133,0.0667,50.0
train,vfw,2,768,100,16634.7327,99.9726,18.6054,25.7859,7423.7069,11148.9293,0.0142,0.0,50.0
validation,vfw,2,1024,25,8432.9556,25.0002,10.9556,28.1382,631.9778,8731.2444,0.0923,0.9992,50.0
train,vfw,2,640,85,15014.938,84.9751,20.7132,25.1105,6494.8329,11169.7739,0.0163,0.2,50.0
train,vfw,1,1024,55,11751.8068,54.9462,27.5892,23.8921,3500.5,9953.6529,0.0583,0.5995,50.0
train,vfw,4,1024,90,15551.7898,90.0784,10.431,28.0456,6899.049,11323.1922,0.0702,0.1361,50.0
train,vfw,2,1024,60,12304.858,60.0057,15.2272,25.6396,3196.0072,10102.3885,0.0596,0.5329,50.0
train,vfw,4,768,95,16075.5044,95.0512,12.1062,28.4529,7196.6152,11271.0325,0.0325,0.0682,50.0
train,vfw,2,512,35,9590.9353,34.9798,14.1971,24.6818,1751.3159,9406.1631,0.0019,0.8667,50.0
train,vfw,1,640,70,13351.4095,70.0081,38.2688,24.581,5021.5547,10630.5604,0.0174,0.3999,50.0
train,vfw,2,512,85,15019.5144,84.948,21.4045,24.9614,6352.841,11015.2801,0.0114,0.2,50.0
train,vfw,1,640,65,12796.0491,64.9937,37.0886,24.1525,4117.0498,9961.4604,0.0179,0.4666,50.0
train,vfw,4,1024,45,10643.0759,45.0361,6.8661,27.2891,2460.9946,9817.774,0.3223,0.7336,49.0
train,vfw,3,768,75,13920.9227,75.0012,10.9348,25.8121,5090.4021,10368.5609,0.0757,0.3332,50.0
train,vfw,4,896,85,14986.4077,85.0611,10.5167,28.067,5825.1501,10789.6136,0.0369,0.2018,50.0
train,vfw,4,256,50,11128.6252,49.9879,7.3661,54.8698,3019.7785,10073.9208,0.0662,0.6661,50.0
train,vfw,3,896,25,8496.055,25.0108,7.0935,24.8329,834.331,8840.0602,0.1569,0.9994,50.0
train,vfw,4,512,55,11627.7972,54.9801,8.2386,28.0375,3242.898,7992.947,0.0938,0.5995,50.0
train,vfw,4,384,45,10566.0167,44.9918,7.3649,41.2258,2232.3234,7992.8714,0.149,0.7327,50.0
train,vfw,2,896,25,8533.1659,24.9993,13.4167,25.4889,845.486,9341.2902,0.0745,0.9994,50.0
train,vfw,1,512,40,10024.838,39.984,30.0237,23.9245,1775.2404,9048.4896,0.0028,0.8,50.0
train,vfw,1,896,90,15574.5451,89.9502,37.5964,24.4513,6646.4876,11047.8064,0.0211,0.1333,50.0
train,vfw,4,384,60,12228.1868,59.9914,7.9716,41.809,3696.0407,8598.5045,0.2264,0.5329,50.0
train,vfw,2,256,40,10034.4628,40.0064,15.3809,52.0877,2175.3493,9482.4585,0.0764,0.7993,50.0
train,vfw,4,512,70,13289.255,69.9971,10.2464,28.1316,4327.2357,8883.4758,0.0672,0.3997,50.0
train,vfw,4,384,100,16613.2572,99.972,12.6537,42.4909,7092.2066,10837.9354,0.0142,0.0,50.0
train,vfw,1,384,85,14963.0673,84.9319,47.3825,36.8619,6150.9843,11243.8606,0.0226,0.1999,50.0
train,vfw,2,256,90,15539.0273,90.001,24.3929,49.9134,6135.9298,10602.8273,0.0245,0.1332,50.0
train,vfw,4,1024,95,16095.0788,95.087,11.6041,28.0082,7173.8126,11273.6063,0.0421,0.0697,50.0
train,vfw,1,640,100,16655.2817,100.0414,48.4873,25.1224,8124.1695,11415.3778,0.0143,0.0,50.0
train,vfw,3,640,40,10148.4564,40.0066,7.5382,25.0569,2275.9159,9653.8723,0.0421,0.7998,50.0
train,vfw,2,640,50,11220.4933,49.9762,15.5219,24.8404,2747.0711,9511.4956,0.0213,0.6665,50.0
train,vfw,1,640,95,16098.0115,95.0307,48.8756,24.6225,7205.8119,11284.1677,0.0148,0.0667,50.0
train,vfw,1,768,95,16113.3518,94.9923,42.2347,24.6892,7309.4063,11231.155,0.0163,0.0666,50.0
train,vfw,4,768,25,8400.2104,25.0162,5.7017,27.7228,1080.8022,8016.5733,0.2906,0.9992,50.0
train,vfw,2,768,80,14468.7609,79.9669,18.219,25.4609,5246.2824,10163.3766,0.0237,0.2666,50.0
train,vfw,1,384,99999,18970.9699,126.9606,59.0416,36.3689,9483.2598,10750.7452,0.0014,0.0,50.0
train,vfw,4,640,80,14396.5545,79.9907,10.4183,28.3207,4713.3157,9433.7552,0.0687,0.2671,50.0
train,vfw,1,384,40,10051.9879,39.9646,34.4181,36.6447,1963.9026,9282.4907,0.0377,0.7997,49.0
train,vfw,4,512,50,11082.2989,50.0004,7.9689,27.826,2518.9015,7520.2663,0.1027,0.6661,50.0
train,vfw,3,1024,45,10692.6654,44.9867,9.317,25.6534,1588.249,7148.4029,0.6294,0.7327,50.0
train,vfw,2,1024,75,13924.3918,74.9911,16.1037,25.9282,5415.7516,10777.1579,0.0425,0.3331,50.0
train,vfw,2,640,85,14998.4175,84.9203,19.9979,25.1219,5482.0976,10049.1922,0.0163,0.2,50.0
train,vfw,1,1024,65,12850.9923,64.9314,28.1412,23.7562,3665.1358,9459.4934,0.0485,0.4663,50.0
train,vfw,4,384,80,14408.8451,79.9776,11.0931,41.8297,4880.4282,9734.8613,0.0415,0.2665,50.0
train,vfw,2,1024,40,10160.5351,40.0155,13.1024,25.5473,2240.8012,9852.9437,0.0823,0.7994,50.0
train,vfw,3,1024,65,12848.0742,64.986,10.62,26.3321,3828.8302,8978.8192,0.3328,0.4663,50.0
train,vfw,3,640,60,12299.3218,59.9815,10.9306,24.8177,3240.034,9146.0079,0.1033,0.5332,50.0
train,vfw,4,768,99999,18964.5457,126.8818,12.7313,27.407,9132.6412,10189.1981,0.0016,0.0,50.0
train,vfw,3,384,50,11206.508,49.9847,11.9283,38.0362,2610.3734,8417.1219,0.0047,0.6667,50.0
train,vfw,4,640,70,13303.1032,70.0147,9.2878,28.124,4577.9617,9555.5811,0.001,0.4002,50.0
train,vfw,1,384,70,13336.1306,69.9428,43.0201,36.8591,4531.4951,10028.9131,0.026,0.3998,50.0
