data_split,vnf_profile,vCPU_cores,VNF_memory_MB,Link_Capacity_limit_Mbps,offered_load_pps,offered_load_mbps,VNF_cpu_utilization_pct,VNF_memory_utilization_pct,MQTT_package_latency_p99_ms,MQTT_package_latency_average_ms,MQTT_package_loss_pct,MQTT_devices_connected,inline_analyzed_packets_per_sec,inline_blocked_packets_per_sec
train,inline,4,640,35,9534.5904,35.0096,22.7993,33.896,6.3337,4.7707,0.8619,50.0,9363.9283,0.0
train,inline,4,896,99999,18977.2128,126.9558,33.4253,30.4129,0.0509,0.0035,0.0,50.0,19218.1719,7490.7737
train,inline,2,768,60,12275.8628,59.9909,46.2604,30.1614,0.1734,0.1585,0.5329,50.0,11579.4503,0.0
train,inline,2,768,85,14994.219,84.9806,56.4982,29.3124,0.1108,0.0672,0.1998,50.0,13351.2004,1.0151
train,inline,2,384,50,11153.6454,49.9301,44.9728,48.4438,0.3703,0.3703,0.6661,50.0,7450.8206,5.1397
train,inline,1,512,99999,18980.452,127.025,88.7449,29.9348,1.3873,0.1175,0.0,50.0,17176.2994,0.0
train,inline,4,896,30,8954.3036,29.9921,21.4432,31.5799,2.3328,1.7723,0.9306,50.0,8678.3067,1.3663
train,inline,2,768,40,10099.2066,39.9979,40.4649,30.5592,0.2481,0.2327,0.7994,50.0,10985.2228,0.7716
train,inline,4,384,100,16628.5856,99.9677,29.8517,50.3633,0.0108,0.0108,0.0,50.0,15843.0226,0.0
train,inline,4,1024,90,15514.3788,90.0124,30.1241,28.9731,0.0353,0.0229,0.1331,50.0,16176.3992,0.0
train,inline,1,256,50,11336.7541,49.9053,77.0845,63.7977,0.3321,0.0959,0.6661,50.0,10539.869,1.5335
train,inline,3,896,95,16087.1957,94.9843,39.6505,29.4056,0.0167,0.0167,0.0666,50.0,15807.2665,7398.3413
train,inline,2,896,35,9543.2756,34.983,38.3934,29.4085,0.3351,0.3308,0.866,50.0,12442.0831,0.0763
train,inline,4,1024,100,16609.5838,100.0147,31.8878,28.6843,0.027,0.0117,0.0,50.0,17510.2518,0.0
train,inline,1,1024,50,11219.4591,49.9344,77.2326,26.8162,0.6424,0.0995,0.6683,50.0,12849.5597,0.0
train,inline,2,384,30,8965.7925,29.9484,40.5239,48.2528,0.5135,0.5135,0.9326,50.0,7591.4563,2.8418
train,inline,4,768,60,12249.8844,60.0069,25.4831,31.9909,2.628,1.9792,0.5311,50.0,11956.7671,0.0
train,inline,3,512,75,13882.9828,74.9682,33.732,33.716,0.0366,0.0366,0.3331,50.0,12544.1568,0.0
train,inline,1,256,90,15528.3175,89.6607,84.2632,64.9774,0.7061,0.0905,0.1332,50.0,14010.5767,1.1265
train,inline,4,1024,25,8391.3953,24.991,20.1196,30.6486,0.0959,0.0959,0.9983,50.0,8029.1282,1.776
train,inline,4,384,35,9494.81,34.9986,22.6916,51.7597,4.2332,3.1984,0.8634,50.0,9563.3051,0.0
train,inline,2,768,30,9010.5323,30.0133,36.4806,30.7979,0.2712,0.2691,0.9326,50.0,11282.0147,0.0
train,inline,4,256,85,14967.4648,84.9541,30.5311,67.6721,0.0291,0.0236,0.1998,50.0,15429.5129,0.4675
train,inline,2,896,65,12816.3675,64.993,49.6385,29.0064,0.2179,0.1839,0.4663,50.0,14072.7727,1.014
train,inline,4,768,25,8427.5175,24.9922,21.2459,33.0438,4.9061,3.7007,0.9958,50.0,7833.3848,2.087
train,inline,2,1024,50,11175.8499,49.9948,45.0878,28.6785,0.3387,0.3189,0.6661,50.0,12773.3143,1.7393
train,inline,1,512,90,15584.3893,90.0504,78.7696,31.9522,0.7081,0.0933,0.1332,50.0,13681.3238,3.0578
train,inline,1,384,55,11881.2813,54.9923,73.5506,47.6658,0.4269,0.1364,0.5995,49.0,11104.3263,0.0
train,inline,1,768,100,16638.6174,100.0428,82.8693,29.8173,1.2774,0.1188,0.0033,50.0,18345.0563,0.807
train,inline,1,896,70,13409.7392,69.9789,78.1314,28.1061,0.9661,0.1307,0.4027,50.0,13879.9811,3.0064
train,inline,2,512,65,12820.99,64.9902,48.6834,31.2116,0.0736,0.054,0.4663,50.0,10870.2692,2.2936
train,inline,3,256,70,13340.7805,69.9636,40.1629,65.5617,0.0485,0.045,0.3997,50.0,17197.4783,0.0
train,inline,1,384,95,16085.8739,94.8444,82.5538,48.8451,0.7538,0.0859,0.0666,50.0,14705.1568,2.0423
train,inline,1,896,50,11256.4953,49.9707,74.6492,27.377,0.5904,0.1217,0.6678,50.0,14254.8065,4.5855
train,inline,4,512,35,9548.3187,34.9899,23.5924,34.9339,8.4177,6.3327,0.8609,50.0,8470.3305,3.0425
train,inline,3,256,99999,18968.398,126.9329,46.7308,65.3484,0.0906,0.0038,0.0,50.0,13362.0861,10010.8774
train,inline,2,896,95,16080.2425,94.9798,61.9122,28.4879,0.0917,0.0365,0.0666,50.0,14666.9252,2.1553
train,inline,3,384,30,8971.7613,29.9905,31.6217,52.133,0.0899,0.0875,0.9326,50.0,9409.5645,0.0
train,inline,3,768,100,16629.8931,99.9824,40.3906,30.2759,0.0142,0.0111,0.0,50.0,18113.116,5000.1335
train,inline,2,896,30,9002.1903,30.0033,37.0775,29.8535,0.3571,0.3553,0.9326,50.0,11336.677,1.3117
train,inline,2,512,60,12280.7055,59.9941,44.9403,31.4864,0.0649,0.0595,0.5329,49.0,11211.7165,0.0
train,inline,4,640,70,13348.017,69.9951,26.9244,32.6827,2.9285,2.2076,0.3978,50.0,13045.8202,1.9045
train,inline,2,640,75,13911.3185,74.9754,51.9902,30.2426,0.1145,0.0736,0.3331,50.0,11485.2139,5.6648
train,inline,4,512,45,10632.9367,44.9885,24.3539,34.3419,7.1178,5.3598,0.7284,50.0,10439.3298,0.9992
train,inline,2,640,65,12815.4698,64.9689,48.3935,30.1139,0.1192,0.0973,0.4663,50.0,11693.4782,0.6729
train,inline,4,384,80,14430.6501,79.9821,28.6971,50.7069,1.3085,0.9915,0.2657,50.0,13753.8176,0.9167
train,inline,2,384,45,10603.8396,44.9557,44.196,48.1776,0.4056,0.4056,0.7327,50.0,9494.9891,2.7633
train,inline,1,640,25,8674.3049,25.0308,64.2952,29.1776,0.2024,0.2019,0.9992,48.0,9665.2162,0.0
train,inline,2,384,75,13884.5108,74.9345,50.4025,48.4369,0.1905,0.1905,0.3331,50.0,10184.9243,0.9138
train,inline,2,512,95,16080.3101,94.956,56.9238,29.8302,0.0559,0.0182,0.0666,50.0,11619.9522,1.8548
train,inline,3,512,80,14431.962,79.9662,36.4239,33.1805,0.0378,0.0325,0.2665,50.0,14153.4604,0.0
train,inline,1,1024,70,13385.741,69.9581,78.7201,27.0349,1.0835,0.1265,0.4036,50.0,15617.782,0.0
train,inline,3,512,70,13334.3491,69.9729,34.8434,34.0513,0.0483,0.043,0.3997,50.0,12440.8739,0.0
train,inline,3,640,95,16083.2803,94.9738,37.9054,31.0209,0.0162,0.0162,0.0666,50.0,16603.9667,2464.2333
train,inline,4,1024,99999,18990.9419,126.9779,32.9291,29.7511,0.0501,0.0034,0.0,50.0,20814.7114,9991.8381
train,inline,1,896,45,10717.1921,44.9583,73.9732,27.6558,0.4918,0.1192,0.7341,50.0,13316.9783,1.0128
train,inline,3,1024,55,11781.9146,55.0071,34.2604,27.9913,0.0639,0.063,0.5995,50.0,12324.8969,8767.5826
train,inline,2,256,85,14961.585,84.8873,50.2385,65.9738,0.2079,0.2079,0.1998,50.0,11843.2186,3.5708
train,inline,2,640,60,12277.2454,59.9864,47.0662,30.6913,0.134,0.1097,0.5329,50.0,11271.9396,1.8842
train,inline,2,256,70,13313.075,69.8693,48.956,65.9665,0.4053,0.4053,0.3997,50.0,6677.3656,6.057
train,inline,2,1024,30,9003.0494,29.9941,36.8607,29.3144,0.4559,0.4424,0.9326,50.0,10234.1773,6.0053
train,inline,2,512,99999,18931.8158,126.7888,62.4879,30.2172,0.0945,0.0039,0.0,50.0,17776.6558,0.2057
train,inline,1,1024,40,10136.6096,39.9245,76.2424,27.096,0.4153,0.0858,0.8007,50.0,10381.399,0.0
train,inline,3,640,35,9525.6675,34.9955,28.0036,34.7183,0.0805,0.0805,0.866,50.0,7555.9049,2050.0902
train,inline,2,768,99999,18942.8269,126.8529,59.7715,28.0693,0.0599,0.003,0.0,50.0,20379.4424,5011.8402
train,inline,1,768,90,15571.4564,90.0381,79.0704,29.664,1.1153,0.1233,0.1361,50.0,16436.592,0.0
train,inline,1,1024,45,10675.5485,44.913,76.5508,26.8798,0.5225,0.0922,0.7345,50.0,12431.5408,0.0
validation,inline,1,256,99999,18951.4889,126.8855,90.8222,65.4304,0.6999,0.0743,0.4944,50.0,16499.3111,0.0
train,inline,4,768,80,14433.3615,80.0044,28.2936,31.4403,1.3209,0.995,0.2655,50.0,14252.722,1.4288
train,inline,2,512,60,12280.056,59.9899,46.2334,31.3109,0.0808,0.0602,0.5329,49.0,12230.8354,0.0
train,inline,3,512,75,13882.8206,74.9673,35.4113,33.2326,0.0439,0.0377,0.3331,50.0,14307.0746,2.6174
train,inline,3,384,60,12239.7484,59.9556,36.3051,50.0052,0.0546,0.0546,0.5329,50.0,12439.8318,1.6231
train,inline,1,1024,45,10675.316,44.9076,76.9363,26.9164,0.5232,0.0923,0.7345,50.0,10696.2333,2.5146
train,inline,4,256,30,8888.1083,29.9931,22.7208,68.5519,0.0692,0.0692,0.9326,50.0,6053.9452,1.3788
train,inline,2,256,25,8363.0285,24.9248,43.3417,64.152,0.0033,0.9959,0.9992,50.0,6391.7827,0.0
train,inline,4,1024,45,10585.0961,45.0002,21.8164,30.2457,0.073,0.073,0.7321,50.0,10278.7381,0.0
train,inline,2,512,90,15542.9839,89.9706,55.639,30.4231,0.0666,0.0245,0.1332,50.0,11092.5139,3.7232
train,inline,3,512,75,13886.4613,74.9373,36.1003,33.8856,0.0535,0.0384,0.3331,50.0,9730.2984,8.8017
train,inline,2,1024,35,9544.9781,35.0048,38.3947,29.1214,0.419,0.4111,0.866,50.0,12806.7177,0.0
train,inline,4,384,60,12238.9579,59.9933,26.1488,51.1898,2.6176,1.9729,0.5313,50.0,11584.0398,0.0
train,inline,4,768,45,10611.9906,45.0041,22.3646,32.5287,3.5875,2.7161,0.7303,50.0,10350.7514,0.0
train,inline,1,384,90,15556.1113,89.859,81.0841,48.0659,0.7096,0.092,0.1332,50.0,15609.8026,2.6822
train,inline,3,768,40,10103.6135,39.9864,30.7968,32.1671,0.0792,0.0775,0.7994,50.0,8092.7365,4179.6847
train,inline,4,768,40,10058.5346,39.9761,22.7464,32.0497,3.9213,2.9626,0.7966,50.0,9801.2855,0.6076
train,inline,1,768,100,16642.711,100.0275,82.6351,29.9184,1.2874,0.1196,0.0033,50.0,16087.3282,5.5092
train,inline,3,512,40,10041.2776,39.9948,30.2614,36.6898,0.0797,0.0747,0.7994,50.0,7515.715,0.0
train,inline,4,384,60,12238.2077,59.9889,26.0541,51.0901,2.6166,1.9727,0.5313,50.0,13968.6397,0.0
train,inline,3,640,40,10074.4783,39.9912,30.7838,34.5763,0.086,0.0765,0.7994,50.0,7074.0072,2087.251
train,inline,3,256,40,10088.7936,40.0011,36.4125,66.6819,0.0876,0.0792,0.7994,50.0,10895.9765,0.0
train,inline,3,768,60,12281.3364,60.0073,34.18,31.6096,0.0643,0.0558,0.5329,50.0,11506.9216,4446.1292
train,inline,2,1024,25,8455.2889,25.0075,34.5444,29.2774,0.4726,0.4726,0.9992,50.0,11288.5778,0.0
train,inline,1,256,50,11337.9905,49.9024,75.6969,63.8039,0.3246,0.0957,0.6661,50.0,10547.88,0.0
train,inline,3,768,40,10098.862,39.9811,30.7026,31.6063,0.0774,0.0774,0.7994,50.0,9540.9943,4179.9748
train,inline,4,384,70,13333.8658,69.9806,28.0191,50.9648,1.9644,1.4822,0.3985,50.0,11940.9082,3.5805
train,inline,1,896,95,16101.4975,95.0256,81.6552,27.9949,1.4375,0.1417,0.0712,50.0,19591.9909,2.8525
train,inline,4,896,95,16063.0675,94.9927,29.522,29.6113,0.1774,0.1369,0.0665,50.0,15735.6282,0.0
train,inline,3,640,65,12805.5958,64.9773,34.5679,33.0164,0.0572,0.0494,0.4663,50.0,10813.6666,2260.0792
train,inline,2,256,75,13861.4341,74.8907,48.9506,66.0405,0.339,0.339,0.3331,50.0,9127.0526,0.0
train,inline,4,256,65,12757.7007,64.9637,27.6366,68.0194,0.0457,0.0404,0.4663,50.0,11027.927,2.0502
train,inline,3,384,85,14970.4933,84.9431,39.5672,48.6343,0.0286,0.0275,0.1998,50.0,17366.9217,0.0901
train,inline,3,512,90,15523.6904,89.9365,37.7364,31.73,0.0221,0.0217,0.1332,50.0,15439.2287,1.4152
train,inline,1,256,40,10291.9318,39.9732,74.1427,63.6466,0.2355,0.0973,0.7994,50.0,9636.7901,0.0
train,inline,4,768,40,10061.9782,39.9889,22.8523,32.3304,3.9243,2.9626,0.7966,50.0,10942.5015,0.0
train,inline,3,768,75,13912.9351,74.9754,36.5348,31.1828,0.0483,0.0393,0.3331,50.0,11856.4353,4661.103
train,inline,1,896,75,13947.7463,74.9983,78.0193,28.0056,1.0507,0.1324,0.3364,50.0,15981.709,0.0
train,inline,4,256,25,8336.2,24.991,21.6237,68.4492,0.073,0.0734,0.9992,50.0,5564.3333,0.0
train,inline,2,1024,99999,18959.2954,126.922,56.8133,27.1985,0.0167,0.0017,0.0,50.0,19740.7611,10013.9126
train,inline,1,512,70,13478.1936,70.0803,73.2538,31.4267,0.5685,0.1408,0.3997,49.0,14656.4994,0.4599
train,inline,4,384,60,12240.2475,60.002,25.9366,51.3189,2.6163,1.9729,0.5313,50.0,11228.7578,0.0
train,inline,4,512,75,13908.0902,74.9846,26.7085,33.9395,3.2512,2.4427,0.3311,50.0,12449.8797,4.0413
train,inline,3,768,35,9559.4842,35.0029,30.0624,31.8191,0.0892,0.0832,0.866,50.0,10272.8419,4113.7636
train,inline,2,640,100,16628.064,99.9707,60.1015,29.6206,0.0615,0.0122,0.0,50.0,13692.5914,0.0
train,inline,2,256,100,16609.8889,99.8688,52.1333,66.9032,0.0141,0.0107,0.0,50.0,11102.5111,0.0
train,inline,3,384,95,16068.0286,94.9634,39.7153,48.612,0.016,0.016,0.0666,50.0,18209.3219,0.0
train,inline,4,1024,65,12778.6213,65.022,26.3168,29.6417,0.0685,0.0515,0.4659,50.0,13405.5887,0.0
train,inline,3,384,95,16066.8079,94.9554,40.8944,48.4422,0.0189,0.0166,0.0666,50.0,19351.0159,0.0
train,inline,2,640,60,12278.957,60.0024,46.7253,30.804,0.1338,0.1098,0.5329,50.0,11618.331,0.0
train,inline,2,384,95,16073.7096,94.9094,54.5442,48.6393,0.0476,0.0476,0.0666,50.0,9588.8204,3.6338
train,inline,4,512,75,13907.0464,75.0025,26.1141,33.8792,3.2421,2.4422,0.3311,50.0,13754.8179,0.0
train,inline,4,256,99999,19004.1111,126.829,36.3776,68.4418,0.045,0.0018,0.0,50.0,10708.058,6.147
train,inline,3,1024,100,16634.2066,100.0108,41.0006,29.1138,0.0146,0.0112,0.0,50.0,16136.2601,10002.2306
train,inline,2,896,60,12271.1737,59.9944,47.5915,29.3114,0.2308,0.2081,0.5329,50.0,12953.2719,0.0
train,inline,4,640,100,16624.4424,99.9977,29.592,32.0137,0.0176,0.0112,0.0,50.0,16312.9469,1.4057
train,inline,3,256,35,9542.0201,34.9815,35.3049,66.2145,0.0873,0.0844,0.866,50.0,11301.5798,2.259
train,inline,2,896,40,10095.1631,39.9806,40.7485,29.848,0.3267,0.307,0.7994,50.0,9941.371,5.8209
train,inline,4,512,65,12816.0663,64.9985,24.2535,34.1244,4.5197,3.414,0.4635,50.0,12472.0634,0.0
train,inline,3,1024,30,9087.9192,30.0089,30.2456,27.103,0.0966,0.0921,0.9326,50.0,10947.7668,8084.5004
train,inline,3,896,45,10675.75,45.002,32.0913,29.624,0.0768,0.0734,0.7327,50.0,11020.5962,6371.9772
train,inline,3,768,65,12821.6764,64.9855,34.6065,31.0486,0.0528,0.0499,0.4663,50.0,12805.2591,4522.1925
train,inline,2,384,45,10606.6535,44.9597,43.451,47.8661,0.4059,0.4059,0.7327,50.0,11208.4649,3.9629
train,inline,1,768,45,10757.8499,44.999,71.5414,28.5857,0.4574,0.1463,0.7336,49.0,11729.6972,1.7316
train,inline,4,896,90,15520.1281,90.0096,29.6044,30.0862,0.3497,0.2629,0.1329,50.0,15364.295,0.0
train,inline,3,896,65,12842.3128,65.0014,35.0097,29.5418,0.0556,0.0509,0.4663,50.0,13494.4291,6783.0173
train,inline,3,1024,45,10705.274,45.0037,31.9024,27.8446,0.0744,0.0744,0.7327,50.0,10088.2548,8492.0879
train,inline,3,768,80,14455.85,79.9928,37.1293,30.9403,0.0391,0.0335,0.2665,50.0,14093.5133,4722.7843
train,inline,1,640,100,16641.2028,100.0589,81.7551,30.7779,1.0321,0.0944,0.0016,50.0,18069.8192,2.9091
train,inline,1,896,35,9641.1607,34.9501,72.2775,27.279,0.3056,0.115,0.8666,50.0,11939.1973,3.9323
train,inline,4,768,99999,18959.6689,126.9101,32.7818,31.0868,0.0299,0.0023,0.0,50.0,18761.9205,4993.5825
train,inline,3,896,99999,18953.2734,126.8889,43.7494,30.0042,0.0491,0.0027,0.0,50.0,21549.1221,10004.2239
train,inline,3,896,50,11219.614,49.9902,33.0482,29.8059,0.0777,0.0682,0.6661,50.0,10050.1719,6478.4358
train,inline,1,256,99999,18961.1257,126.9381,91.0889,66.4332,1.217,0.1348,0.0198,50.0,15866.7459,1.7905
train,inline,4,256,80,14414.6578,79.9632,28.9264,67.7659,0.0272,0.0272,0.2665,50.0,14108.6913,0.0
train,inline,2,768,99999,18944.6286,126.8594,59.9101,28.2948,0.0604,0.003,0.0,50.0,20124.1972,5011.1809
train,inline,2,896,55,11725.3557,54.9892,45.9549,29.1383,0.2576,0.2329,0.5995,50.0,13218.3327,0.9866
train,inline,4,256,75,13862.9686,74.9721,29.0875,67.8594,0.0377,0.0321,0.3331,50.0,13058.3296,0.0
train,inline,4,1024,60,12230.0983,60.0152,25.53,29.9596,0.0703,0.0569,0.5324,50.0,13613.1813,0.0
train,inline,4,384,25,8399.1113,25.0135,22.2458,51.8333,4.8959,3.6895,0.9962,50.0,7733.9818,0.0
train,inline,1,512,35,9788.0519,35.1015,64.0628,30.5619,0.3262,0.2245,0.866,48.0,9824.7683,0.0
train,inline,2,256,70,13307.0937,69.877,47.6419,65.558,0.4042,0.4042,0.3997,50.0,8542.6531,0.0
train,inline,3,512,75,13882.1306,74.9692,35.8932,33.5945,0.0413,0.0377,0.3331,50.0,12743.3292,0.0
train,inline,4,256,45,10544.627,44.9818,24.8811,68.2132,0.0567,0.0567,0.7327,50.0,8412.7847,0.9702
train,inline,4,768,45,10611.8561,45.0033,23.4524,32.224,3.6034,2.7169,0.7303,50.0,11449.2217,1.6122
train,inline,1,512,85,15058.9185,85.0717,77.3517,31.9185,0.6722,0.1051,0.1998,50.0,14229.8826,0.0
train,inline,2,1024,90,15538.9868,89.9852,60.6167,28.0953,0.1382,0.074,0.1332,50.0,15321.2447,0.0
train,inline,1,384,85,15032.9057,84.8855,79.6355,48.5014,0.6583,0.0978,0.1998,50.0,13838.1986,0.0
train,inline,4,384,100,16624.2543,99.9605,30.3436,49.8158,0.014,0.011,0.0,50.0,17175.0326,1.6084
train,inline,3,512,45,10585.7552,44.9822,31.7085,36.1179,0.0689,0.0689,0.7327,50.0,8153.6936,2.539
train,inline,1,512,65,12951.3079,65.0785,71.9108,31.189,0.5352,0.1528,0.4663,49.0,13013.0549,2.7846
train,inline,1,384,40,10303.7837,40.0372,69.9926,46.9408,0.3039,0.1552,0.7994,49.0,10714.8507,0.0
train,inline,1,896,60,12328.8966,59.9675,76.6941,27.8306,0.7698,0.1258,0.5352,50.0,13012.695,1.0458
train,inline,1,512,45,10840.8545,45.085,66.5481,30.7142,0.3916,0.2003,0.7327,49.0,11015.8898,0.0
train,inline,4,1024,30,8938.5446,29.9815,20.2654,30.3218,0.0916,0.0904,0.9317,50.0,8725.5414,0.3881
train,inline,4,768,70,13345.6367,70.0183,26.8658,31.9675,1.9816,1.4876,0.3983,50.0,12812.1866,0.0
train,inline,3,640,55,11708.4471,54.9835,33.4188,33.4287,0.0596,0.0596,0.5995,50.0,10177.1964,2193.5924
train,inline,1,896,65,12874.242,64.9558,77.7545,28.3643,0.8798,0.129,0.4689,50.0,10818.294,8.323
train,inline,3,640,80,14442.8618,79.9527,36.8797,31.9853,0.0403,0.0332,0.2665,50.0,12259.2691,2367.4894
train,inline,2,640,80,14452.9129,79.9826,53.4213,30.0405,0.0986,0.0609,0.2665,50.0,13538.3857,0.4289
train,inline,2,768,90,15540.4106,89.9848,57.858,28.8597,0.1024,0.0491,0.1332,50.0,15294.0908,3.4408
train,inline,4,640,55,11715.9589,54.9753,25.1623,33.2991,4.3969,3.3066,0.5967,50.0,9505.6208,6.045
train,inline,1,1024,40,10134.8545,39.9127,75.3187,26.9964,0.4019,0.085,0.8007,50.0,10442.1554,0.0
train,inline,1,512,25,8730.4554,25.0856,60.9683,29.794,0.2506,0.2479,0.9992,48.0,10068.3411,1.2939
train,inline,4,512,55,11723.013,54.9849,24.8286,34.0356,5.8264,4.3873,0.596,50.0,11611.6927,0.3379
train,inline,4,768,40,10060.0825,39.9857,23.0899,32.2311,3.9221,2.9625,0.7966,50.0,9791.4017,1.119
train,inline,4,1024,99999,18989.2694,126.9818,33.0125,29.7843,0.0404,0.003,0.0,50.0,18650.747,9992.7156
train,inline,2,768,85,14996.9094,84.9691,56.4507,29.4943,0.1174,0.0676,0.1998,50.0,12293.0213,3.485
train,inline,2,768,85,14995.2267,84.9809,56.2534,29.4059,0.1126,0.0672,0.1998,50.0,15553.6901,0.0
train,inline,1,896,35,9640.6892,34.9468,71.8038,27.5648,0.2958,0.1145,0.8666,50.0,10678.2054,0.0
train,inline,1,1024,70,13386.2948,69.9628,79.743,27.0135,1.0962,0.1272,0.4036,50.0,14899.4722,0.0
train,inline,3,768,50,11190.3719,49.9943,31.6908,31.8607,0.0658,0.0658,0.6661,50.0,9936.6337,4312.7148
train,inline,2,256,65,12762.6393,64.9035,48.1323,65.6684,0.4707,0.4707,0.4663,50.0,8550.1553,0.0
train,inline,3,896,99999,18951.6066,126.8857,43.8947,30.3395,0.0395,0.0022,0.0,50.0,19532.246,10001.5605
train,inline,4,1024,45,10587.0856,44.9929,22.9234,30.3366,0.0834,0.0738,0.7321,50.0,9520.6527,2.3845
train,inline,3,384,50,11154.699,49.9787,34.5437,50.9758,0.0688,0.0657,0.6661,50.0,12410.0991,0.0
train,inline,1,640,65,12922.0394,65.0439,74.547,30.3097,0.6424,0.1444,0.4672,49.0,12119.0149,3.4538
train,inline,2,768,99999,18942.8049,126.852,58.4973,28.5526,0.0392,0.002,0.0,50.0,18531.352,5004.3111
train,inline,3,256,50,11172.3044,49.9801,37.4274,65.9619,0.0744,0.0677,0.6661,50.0,13985.0791,2.871
train,inline,2,1024,80,14449.4308,79.9776,56.1676,28.3318,0.1847,0.1351,0.2665,50.0,13952.7452,1.5729
train,inline,1,896,100,16638.8805,100.0208,82.8247,28.4266,1.5303,0.1439,0.0049,50.0,18854.3046,0.382
train,inline,1,768,99999,18965.1676,126.9337,89.9955,28.8115,0.9691,0.0797,0.0,50.0,15420.0125,5286.0343
train,inline,1,256,75,13955.6563,74.7536,81.9418,64.5384,0.5658,0.0925,0.3331,50.0,12620.9425,2.2729
train,inline,4,256,45,10547.0706,44.9877,23.4738,68.4007,0.0562,0.0562,0.7327,50.0,8570.2504,0.0
train,inline,3,1024,25,8547.2103,25.0067,30.0443,27.2812,0.0977,0.0978,0.9992,50.0,8292.5372,7944.8886
train,inline,3,1024,85,15017.4471,85.0112,38.4547,28.7573,0.0318,0.0284,0.1998,50.0,16649.3504,9588.5448
train,inline,4,384,75,13885.3118,74.9897,27.5718,50.3603,1.6461,1.2373,0.3321,50.0,15864.5234,3.8634
train,inline,1,384,25,8723.7868,25.0661,67.117,46.5926,0.1747,0.1737,0.9992,49.0,7779.4832,3.1689
train,inline,2,256,55,11657.6408,54.8891,46.9771,64.9909,0.6016,0.6016,0.5995,50.0,7596.7182,0.9269
train,inline,2,640,55,11733.6576,54.9951,44.3229,30.8523,0.1319,0.1214,0.5995,50.0,11592.235,0.0
train,inline,4,256,40,9993.9184,39.9929,24.0067,68.1399,0.0642,0.061,0.7994,50.0,8853.0354,2.808
train,inline,2,512,90,15541.5403,89.9793,55.8247,30.5523,0.0621,0.0243,0.1332,50.0,10969.3937,0.0
train,inline,3,768,35,9560.8432,34.9796,30.4066,32.4129,0.0909,0.0834,0.866,50.0,6542.4718,4114.4329
train,inline,2,256,30,8912.5096,29.9188,43.712,63.9629,0.9303,0.9303,0.9326,50.0,7242.6919,2.4667
train,inline,2,1024,50,11176.0251,49.9974,45.2379,28.724,0.3386,0.3189,0.6661,50.0,12745.4684,2.0347
train,inline,4,384,100,16630.2959,99.9648,30.8446,50.4564,0.0233,0.0116,0.0,50.0,15055.7701,1.8133
train,inline,1,768,70,13433.1059,70.0265,75.1266,29.4403,0.8156,0.1332,0.4017,50.0,13597.4319,0.0
train,inline,4,640,45,10623.2399,45.006,24.4546,33.5545,5.3607,4.0383,0.7293,50.0,10378.5112,0.0
train,inline,3,512,65,12787.3844,64.9763,34.2707,34.637,0.0585,0.0487,0.4663,50.0,10513.8001,0.0
train,inline,3,768,50,11191.0161,49.9938,32.1905,31.6027,0.0683,0.0664,0.6661,50.0,10982.1597,4316.225
train,inline,3,1024,25,8545.3807,24.9936,29.5537,27.0869,0.0965,0.0977,0.9992,50.0,9863.4916,7944.6057
train,inline,1,384,75,13983.0937,74.9042,78.1375,48.2295,0.59,0.1111,0.3331,50.0,11966.7813,3.4583
train,inline,2,1024,45,10629.6351,44.9827,42.3895,28.5242,0.3645,0.3497,0.7327,50.0,12519.318,0.4344
train,inline,1,1024,75,13924.5075,74.955,79.1872,26.7971,1.1945,0.1333,0.3375,50.0,15437.7436,0.0
train,inline,2,384,25,8418.7494,24.9648,39.3118,48.1668,0.0531,0.549,0.9992,50.0,10810.7112,0.0
train,inline,1,768,75,13967.4328,75.0277,77.4375,29.2394,0.9085,0.1316,0.3353,50.0,15142.0546,0.0
train,inline,4,384,95,16081.8964,94.9941,30.2642,50.6007,0.3477,0.2568,0.0664,50.0,15983.2733,0.0
train,inline,2,768,75,13906.0088,74.9878,52.4366,29.6593,0.1324,0.1035,0.3331,50.0,12724.627,0.0
train,inline,2,896,60,12270.4495,59.9917,47.967,29.188,0.2383,0.2085,0.5329,50.0,12947.8621,0.0
train,inline,4,896,50,11148.1604,50.023,24.3908,31.4361,1.6828,1.2699,0.6647,50.0,10751.9383,0.0
train,inline,4,256,75,13865.2551,74.944,29.426,68.0491,0.0452,0.0325,0.3331,50.0,10403.6873,7.0389
train,inline,2,768,60,12273.8662,59.9955,47.6159,29.8034,0.186,0.159,0.5329,50.0,13117.6995,2.2273
train,inline,2,384,65,12792.1814,64.9391,47.8914,48.3981,0.2623,0.2623,0.4663,50.0,10794.0904,0.0
train,inline,1,640,55,11864.2628,55.062,71.6482,30.2277,0.5403,0.1593,0.6002,49.0,12050.5263,0.0
train,inline,1,896,50,11256.6585,49.9482,75.244,28.0311,0.5894,0.1218,0.6678,50.0,10236.2496,4.7508
train,inline,2,512,60,12280.1791,59.9917,45.5162,31.4096,0.0708,0.0598,0.5329,49.0,11018.087,0.0
train,inline,2,640,95,16085.509,94.9816,58.1613,29.8555,0.0684,0.0244,0.0666,50.0,12192.7245,0.0
train,inline,4,768,85,14979.1137,84.98,28.4742,31.1547,0.9997,0.7495,0.1992,50.0,13627.0743,3.696
train,inline,1,384,80,14503.4698,79.8893,79.3298,48.0593,0.6228,0.1043,0.2665,50.0,13370.7328,1.3391
